Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CGG,CGG,25.74,$142.43M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/cgg,
GIB,CGI Group Inc,48.97,$13.27B,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/gib,
ECOM,ChannelAdvisor Corporation,12.71,$326.61M,2013,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/ecom,
CRL,Charles River Laboratories International Inc,83.35,$3.94B,2000,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/crl,
CLDT,Chatham Lodging Trust (REIT),21.25,$815.03M,2010,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cldt,
CMCM,Cheetah Mobile Inc.,12.61,$1.8B,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/cmcm,
CHGG,Chegg Inc,6.93,$630.83M,2013,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/chgg,
CHE,Chemed Corp.,133.66,$2.16B,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/che,
CC,Chemours Company (The),12.12,$2.2B,2015,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/cc,
CHMT,Chemtura Corp.,30.92,$1.95B,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/chmt,
CHMI,Cherry Hill Mortgage Investment Corporation,16.02,$120.61M,2013,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/chmi,
CHK,Chesapeake Energy Corporation,5.91,$4.59B,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/chk,
CHKR,Chesapeake Granite Wash Trust,2.39,$111.73M,2011,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/chkr,
CHSP,Chesapeake Lodging Trust,25.12,$1.51B,2010,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/chsp,
CPK,Chesapeake Utilities Corporation,63.33,$970.41M,na,Public Utilities,Oil & Gas Production,http//www.nasdaq.com/symbol/cpk,
CVX,Chevron Corporation,102.62,$193.59B,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/cvx,
CBI,Chicago Bridge & Iron Company N.V.,33.66,$3.47B,1997,Basic Industries,Engineering & Construction,http//www.nasdaq.com/symbol/cbi,
CHS,Chico's FAS Inc,11.54,$1.53B,na,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/chs,
CIM,Chimera Investment Corporation,16.22,$3.04B,2007,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cim,
CO,China Cord Blood Corporation,5.04,$403.62M,na,Finance,Business Services,http//www.nasdaq.com/symbol/co,
STV,China Digital TV Holding Co.Ltd,1.25,$75.22M,2007,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/stv,
DL,China Distance Education Holdings Limited,10.43,$359.38M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/dl,
CEA,China Eastern Airlines Corporation Ltd.,29.47,$7.74B,1997,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/cea,
CHN,China Fund Inc (The),15.92,$250.3M,na,na,na,http//www.nasdaq.com/symbol/chn,
CGA,China Green Agriculture Inc,1.4,$51.77M,na,Basic Industries,Agricultural Chemicals,http//www.nasdaq.com/symbol/cga,
LFC,China Life Insurance Company Limited,12.46,$70.44B,2003,Finance,Life Insurance,http//www.nasdaq.com/symbol/lfc,
CHL,China Mobile (Hong Kong) Ltd.,62.6,$256.35B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/chl,
BORN,China New Borun Corporation,1.65,$42.45M,2010,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/born,
COE,China Online Education Group,21.77,$435.96M,2016,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/coe,
SNP,China Petroleum & Chemical Corporation,73.41,$88.88B,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/snp,
ZNH,China Southern Airlines Company Limited,35.52,$6.97B,1997,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/znh,
CHA,China Telecom Corp Ltd,51.05,$41.32B,2002,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/cha,
CHU,China Unicom (Hong Kong) Ltd,10.78,$25.81B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/chu,
XNY,China Xiniya Fashion Limited,1.55,$22.06M,2010,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/xny,
CYD,China Yuchai International Limited,11.1,$436.21M,1994,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cyd,
ZX,China Zenix Auto International Limited,1.16,$59.89M,2011,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/zx,
CMG,Chipotle Mexican Grill Inc,400.86,$11.67B,2006,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/cmg,
CHH,Choice Hotels International Inc,49.53,$2.78B,na,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/chh,
CBK,Christopher & Banks Corporation,1.9,$70.46M,na,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/cbk,
CHT,Chunghwa Telecom Co.Ltd,36.65,$28.43B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/cht,
CHD,Church & Dwight Company Inc,99.29,$12.79B,na,Basic Industries,Package Goods/Cosmetics,http//www.nasdaq.com/symbol/chd,
CBR,Ciber Inc,1.18,$95.83M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/cbr,
CIEN,Ciena Corporation,21.88,$3.02B,1997,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/cien,
CI,Cigna Corporation,131.83,$33.82B,na,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/ci,
XEC,Cimarex Energy Co,129.14,$12.27B,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/xec,
CBB,Cincinnati Bell Inc,4.34,$912.15M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/cbb,
CNK,Cinemark Holdings Inc,38,$4.42B,2007,Consumer Services,Movies/Entertainment,http//www.nasdaq.com/symbol/cnk,
CINR,Ciner Resources LP,28.24,$555.01M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/cinr,
CIR,CIRCOR International Inc,60.22,$989.01M,na,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/cir,
CIT,CIT Group Inc (DEL),34.96,$7.05B,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/cit,
BLW,Citigroup Inc.,15.66,$579.48M,2003,Finance,Major Banks,http//www.nasdaq.com/symbol/blw,
C,Citigroup Inc.,46.62,$135.45B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/c,
CFG,Citizens Financial Group Inc,23.39,$12.15B,2014,Finance,Major Banks,http//www.nasdaq.com/symbol/cfg,
CIA,Citizens Inc,9.75,$488.3M,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/cia,
CIO,City Office REIT Inc,13.16,$320.52M,2014,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cio,
CVEO,Civeo Corporation,1.33,$143.75M,2014,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/cveo,
CIVI,Civitas Solutions Inc,18.28,$678.76M,2014,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/civi,
CLC,CLARCOR Inc.,62.73,$3.06B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/clc,
CWEI,Clayton Williams Energy Inc,61.79,$751.96M,1993,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/cwei,
CLH,Clean Harbors Inc,48.83,$2.81B,na,Basic Industries,Environmental Services,http//www.nasdaq.com/symbol/clh,
CCO,Clear Channel Outdoor Holdings Inc,6.55,$2.37B,2005,Consumer Services,Advertising,http//www.nasdaq.com/symbol/cco,
CBA,ClearBridge American Energy MLP Fund Inc.,9.17,$537.3M,2013,na,na,http//www.nasdaq.com/symbol/cba,
CEM,ClearBridge Energy MLP Fund Inc.,16.25,$1.14B,2010,na,na,http//www.nasdaq.com/symbol/cem,
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,13.33,$415.84M,2011,na,na,http//www.nasdaq.com/symbol/emo,
CTR,ClearBridge Energy MLP Total Return Fund Inc.,13.49,$518.02M,2012,na,na,http//www.nasdaq.com/symbol/ctr,
CLW,Clearwater Paper Corporation,59.62,$1.01B,na,Basic Industries,Paper,http//www.nasdaq.com/symbol/clw,
CLF,Cliffs Natural Resources Inc.,6.35,$1.17B,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/clf,
CLX,Clorox Company (The),131.08,$16.95B,na,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/clx,
CLD,Cloud Peak Energy Inc,3.63,$222.6M,2009,Energy,Coal Mining,http//www.nasdaq.com/symbol/cld,
MYCC,ClubCorp Holdings Inc,14.81,$970.95M,2013,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/mycc,
CMS,CMS Energy Corporation,42.3,$11.84B,na,Public Utilities,Power Generation,http//www.nasdaq.com/symbol/cms,
CNA,CNA Financial Corporation,32.3,$8.74B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/cna,
CNHI,CNH Industrial N.V.,7.53,$10.25B,2013,Capital Goods,Construction/Ag Equipment/Trucks,http//www.nasdaq.com/symbol/cnhi,
CNO,CNO Financial Group Inc,15.79,$2.77B,na,Finance,Accident &Health Insurance,http//www.nasdaq.com/symbol/cno,
CEO,CNOOC Limited,126.03,$1.32B,2001,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/ceo,
CNXC,CNX Coal Resources LP,12.74,$295.85M,2015,Energy,Coal Mining,http//www.nasdaq.com/symbol/cnxc,
COH,Coach Inc,39.45,$10.97B,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/coh,
CIE,Cobalt International Energy Inc,0.9907,$410.3M,2009,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/cie,
KOF,Coca Cola Femsa S.A.B. de C.V.,80.79,$16.75B,1993,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/kof,
KO,Coca-Cola Company (The),43.83,$189.17B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/ko,
CCE,Coca-Cola European Partners plc,38.22,$8.71B,2016,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/cce,
CDE,Coeur Mining Inc,15.58,$2.53B,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/cde,
FOF,Cohen & Steers Closed-End Opportunity Fund Inc,12.06,$328.14M,2006,na,na,http//www.nasdaq.com/symbol/fof,
INB,Cohen & Steers Global Income Builder Inc,9.18,$212.44M,2007,na,na,http//www.nasdaq.com/symbol/inb,
CNS,Cohen & Steers Inc,41.94,$1.92B,2004,Finance,Investment Managers,http//www.nasdaq.com/symbol/cns,
UTF,Cohen & Steers Infrastructure Fund Inc,21.34,$1.82B,2004,na,na,http//www.nasdaq.com/symbol/utf,
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc,25.31,$729.7M,2012,na,na,http//www.nasdaq.com/symbol/ldp,
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc,10.74,$287.76M,2013,na,na,http//www.nasdaq.com/symbol/mie,
RQI,Cohen & Steers Quality Income Realty Fund Inc,13.66,$1.49B,2002,na,na,http//www.nasdaq.com/symbol/rqi,
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,21.03,$1B,2003,na,na,http//www.nasdaq.com/symbol/rnp,
PSF,Cohen & Steers Select Preferred and Income Fund Inc,28.12,$337.14M,2010,na,na,http//www.nasdaq.com/symbol/psf,
RFI,Cohen & Steers Total Return Realty Fund Inc,13.85,$361.98M,1993,na,na,http//www.nasdaq.com/symbol/rfi,
CFX,Colfax Corporation,30.76,$3.77B,2008,Capital Goods,Fluid Controls,http//www.nasdaq.com/symbol/cfx,
CL,Colgate-Palmolive Company,74.32,$66.26B,na,Consumer Non-Durables,Package Goods/Cosmetics,http//www.nasdaq.com/symbol/cl,
CXE,Colonial High Income Municipal Trust,5.41,$170.43M,1989,na,na,http//www.nasdaq.com/symbol/cxe,
CIF,Colonial Intermediate High Income Fund,2.57,$53.56M,na,na,na,http//www.nasdaq.com/symbol/cif,
CXH,Colonial Investment Grade Municipal Trust,10.51,$121.78M,1989,na,na,http//www.nasdaq.com/symbol/cxh,
CMU,Colonial Municipal Income Trust,5.07,$143.48M,1987,na,na,http//www.nasdaq.com/symbol/cmu,
CLNY,Colony Capital Inc,18.38,$2.09B,2009,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/clny,
SFR,Colony Starwood Homes,31.99,$3.25B,2014,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/sfr,
CPPL,Columbia Pipeline Partners LP,13.81,$1.39B,2015,Public Utilities,Natural Gas Distribution,http//www.nasdaq.com/symbol/cppl,
CXP,Columbia Property Trust Inc,23.81,$2.94B,2013,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cxp,
STK,Columbia Seligman Premium Technology Growth Fund Inc,17.71,$271.95M,2009,na,na,http//www.nasdaq.com/symbol/stk,
CCV,Comcast Corporation,27.02,na,2012,Consumer Services,Television Services,http//www.nasdaq.com/symbol/ccv,
CCZ,Comcast Corporation,49.8,na,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/ccz,
CMA,Comerica Incorporated,45.49,$7.91B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cma,
FIX,Comfort Systems USA Inc,28.16,$1.05B,1997,Capital Goods,Engineering & Construction,http//www.nasdaq.com/symbol/fix,
CMC,Commercial Metals Company,16.15,$1.85B,na,Basic Industries,Steel/Iron Ore,http//www.nasdaq.com/symbol/cmc,
CBU,Community Bank System Inc,44.99,$1.99B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cbu,
CYH,Community Health Systems Inc,10.78,$1.23B,2000,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/cyh,
CHCT,Community Healthcare Trust Incorporated,22.9,$295.66M,2015,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/chct,
CIG,Comp En De Mn Cemig ADS,2.96,$3.72B,na,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/cig,
CBD,Companhia Brasileira de Distribuicao,16.53,$4.39B,1997,Consumer Services,Food Chains,http//www.nasdaq.com/symbol/cbd,
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,9.32,$6.37B,2002,Public Utilities,Water Supply,http//www.nasdaq.com/symbol/sbs,
ELP,Companhia Paranaense de Energia (COPEL),10.45,$2.86B,na,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/elp,
CCU,Compania Cervecerias Unidas S.A.,23.51,$4.34B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/ccu,
CODI,Compass Diversified Holdings,17.06,$926.36M,2006,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/codi,
CMP,Compass Minerals International Inc,73.06,$2.47B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/cmp,
CSC,Computer Sciences Corporation,46.77,$6.57B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/csc,
CRK,Comstock Resources Inc,6.13,$74.65M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/crk,
CAG,ConAgra Foods Inc,45.8,$20.09B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/cag,
CXO,Concho Resources Inc.,131.78,$17.37B,2007,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/cxo,
CCM,Concord Medical Services Holdings Limited,4.3,$190.63M,2009,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/ccm,
CNNX,Cone Midstream Partners LP,18.18,$1.06B,2014,Public Utilities,Natural Gas Distribution,http//www.nasdaq.com/symbol/cnnx,
COP,ConocoPhillips,42.86,$53.08B,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/cop,
CNX,CONSOL Energy Inc.,17.86,$4.1B,1999,Energy,Coal Mining,http//www.nasdaq.com/symbol/cnx,
ED,Consolidated Edison Inc,75.08,$22.86B,na,Public Utilities,Power Generation,http//www.nasdaq.com/symbol/ed,
STZ,Constellation Brands Inc,164.47,$32.98B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/stz,
CSTM,Constellium N.V.,5.73,$604.65M,2013,Basic Industries,Metal Fabrications,http//www.nasdaq.com/symbol/cstm,
TCS,Container Store (The),5.31,$256.79M,2013,Consumer Services,Home Furnishings,http//www.nasdaq.com/symbol/tcs,
CBPX,Continental Building Products Inc,22.11,$894.3M,2014,Capital Goods,Building Materials,http//www.nasdaq.com/symbol/cbpx,
CLR,Continental Resources Inc,47.06,$17.63B,2007,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/clr,
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V.,18.88,$1.91B,2013,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/vlrs,
CVG,Convergys Corporation,29.38,$2.82B,1998,Technology,EDP Services,http//www.nasdaq.com/symbol/cvg,
COO,Cooper Companies Inc (The),181.32,$8.78B,na,Health Care,Ophthalmic Goods,http//www.nasdaq.com/symbol/coo,
CTB,Cooper Tire & Rubber Company,33.68,$1.82B,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/ctb,
CPS,Cooper-Standard Holdings Inc.,97.06,$1.68B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/cps,
CPA,Copa Holdings S.A.,83.45,$3.51B,2005,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/cpa,
CLB,Core Laboratories N.V.,118.15,$5.21B,1995,Energy,Oilfield Services/Equipment,http//www.nasdaq.com/symbol/clb,
CLGX,CoreLogic Inc,39.2,$3.46B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/clgx,
CORR,CorEnergy Infrastructure Trust Inc,28.91,$343.19M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/corr,
COR,CoreSite Realty Corporation,81.22,$2.76B,2010,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cor,
GLW,Corning Incorporated,22.74,$23.58B,na,Basic Industries,Telecommunications Equipment,http//www.nasdaq.com/symbol/glw,
GYC,Corporate Asset Backed Corp CABCO,24,na,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/gyc,
OFC,Corporate Office Properties Trust,28.83,$2.73B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/ofc,
CXW,Corrections Corporation of America,26.75,$3.14B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cxw,
CZZ,Cosan Limited,6.48,$1.72B,na,Consumer Non-Durables,Specialty Foods,http//www.nasdaq.com/symbol/czz,
CMRE,Costamare Inc.,9.39,$710.8M,2010,Transportation,Marine Transportation,http//www.nasdaq.com/symbol/cmre,
COTV,Cotiviti Holdings Inc,30.72,$2.77B,2016,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/cotv,
COT,Cott Corporation,16.78,$2.31B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/cot,
COTY,Coty Inc.,28.28,$9.59B,2013,Consumer Non-Durables,Package Goods/Cosmetics,http//www.nasdaq.com/symbol/coty,
CUZ,Cousins Properties Incorporated,10.52,$2.21B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cuz,
CVA,Covanta Holding Corporation,14.78,$1.93B,na,Basic Industries,Electric Utilities Central,http//www.nasdaq.com/symbol/cva,
CPF,CPB Inc.,24.85,$770.07M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cpf,
CPL,CPFL Energia S.A.,14.52,$7.39B,2004,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/cpl,
CR,Crane Company,64.3,$3.76B,na,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/cr,
BAP,Credicorp Ltd.,157.73,$14.89B,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/bap,
CS,Credit Suisse Group,12.11,$25.21B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/cs,
CPG,Crescent Point Energy Corporation,16.9,$8.57B,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/cpg,
CEQP,Crestwood Equity Partners LP,20.99,$1.45B,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/ceqp,
CRH,CRH PLC,32.88,$27.09B,na,Capital Goods,Building Materials,http//www.nasdaq.com/symbol/crh,
CRT,Cross Timbers Royalty Trust,18.95,$113.7M,1992,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/crt,
CAPL,CrossAmerica Partners LP,25.51,$852.1M,2012,Energy,Oil Refining/Marketing,http//www.nasdaq.com/symbol/capl,
CCI,Crown Castle International Corporation,94.8,$32B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cci,
CCK,Crown Holdings Inc,53.57,$7.48B,na,Consumer Durables,Containers/Packaging,http//www.nasdaq.com/symbol/cck,
CRY,CryoLife Inc,15.65,$533.82M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/cry,
CSRA,CSRA Inc.,25.38,$4.15B,2015,Technology,EDP Services,http//www.nasdaq.com/symbol/csra,
CSS,CSS Industries Inc,26.01,$236.02M,na,Consumer Services,Consumer Greeting Cards,http//www.nasdaq.com/symbol/css,
CST,CST Brands Inc,47.11,$3.57B,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/cst,
CTS,CTS Corporation,19.11,$626.02M,na,Technology,Electrical Products,http//www.nasdaq.com/symbol/cts,
CUBE,CubeSmart,27.77,$4.98B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cube,
CUB,Cubic Corporation,46.51,$1.26B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cub,
CFR,Cullen/Frost Bankers Inc,70.05,$4.35B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cfr,
CFI,Culp Inc,28.77,$352.88M,na,Basic Industries,Textiles,http//www.nasdaq.com/symbol/cfi,
CMI,Cummins Inc.,126.87,$21.4B,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cmi,
CW,Curtiss-Wright Corporation,88.76,$3.94B,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cw,
SRF,Cushing Energy Income Fund (The),9.37,$23.19M,2012,na,na,http//www.nasdaq.com/symbol/srf,
SZC,Cushing Renaissance Fund (The),16.21,$98.14M,2012,na,na,http//www.nasdaq.com/symbol/szc,
CUBI,Customers Bancorp Inc,26.15,$713.69M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cubi,
CUBS,Customers Bancorp Inc,27.05,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/cubs,
CSI,Cutwater Select Income Fund,20.58,$220.38M,na,na,na,http//www.nasdaq.com/symbol/csi,
CVT,CVENT Inc,31.82,$1.35B,1987,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/cvt,
CVI,CVR Energy Inc.,14.42,$1.25B,2007,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/cvi,
UAN,CVR Partners LP,6.87,$778.25M,2011,Basic Industries,Agricultural Chemicals,http//www.nasdaq.com/symbol/uan,
CVRR,CVR Refining LP,6.61,$975.64M,2013,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/cvrr,
CVS,CVS Health Corporation,97.56,$104.02B,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/cvs,
CELP,Cypress Energy Partners LP,8.25,$97.78M,2014,Energy,Oilfield Services/Equipment,http//www.nasdaq.com/symbol/celp,
CYS,CYS Investments Inc,8.91,$1.35B,2009,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/cys,
CB,D/B/A Chubb Limited New,126.07,$58.63B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/cb,
DAN,Dana Incorporated,14.04,$2.02B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/dan,
DHR,Danaher Corporation,80.7,$55.73B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/dhr,
DAC,Danaos Corporation,3.82,$419.43M,2006,Transportation,Marine Transportation,http//www.nasdaq.com/symbol/dac,
DQ,DAQO New Energy Corp.,23.2,$242.06M,2010,Technology,Semiconductors,http//www.nasdaq.com/symbol/dq,
DRI,Darden Restaurants Inc,62.27,$7.86B,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/dri,
DAR,Darling Ingredients Inc.,14.21,$2.34B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/dar,
DVA,DaVita healthCare Partners Inc.,68.26,$14.12B,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/dva,
DPM,DCP Midstream Partners LP,34.57,$3.97B,2005,Public Utilities,Natural Gas Distribution,http//www.nasdaq.com/symbol/dpm,
DCT,DCT Industrial Trust Inc,48.39,$4.36B,2006,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/dct,
DDR,DDR Corp.,18.6,$6.8B,1993,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/ddr,
DF,Dean Foods Company,17.11,$1.55B,na,Consumer Non-Durables,Specialty Foods,http//www.nasdaq.com/symbol/df,
DECK,Deckers Outdoor Corporation,68.13,$2.18B,1993,Consumer Non-Durables,Shoe Manufacturing,http//www.nasdaq.com/symbol/deck,
DE,Deere & Company,78.15,$24.56B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/de,
DEX,Delaware Enhanced Global Dividend,10.19,$161.65M,2007,na,na,http//www.nasdaq.com/symbol/dex,
DDF,Delaware Investments Dividend & Income Fund Inc,10.06,$81.41M,1993,na,na,http//www.nasdaq.com/symbol/ddf,
DKL,Delek Logistics Partners LP,28.59,$694.82M,2012,Energy,Natural Gas Distribution,http//www.nasdaq.com/symbol/dkl,
DK,Delek US Holdings Inc,16.7,$1.03B,2006,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/dk,
DLPH,Delphi Automotive plc,64.53,$17.6B,2011,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/dlph,
DAL,Delta Air Lines Inc,36.94,$27.66B,na,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/dal,
DEL,Deltic Timber Corporation,70.25,$853.47M,na,Basic Industries,Forest Products,http//www.nasdaq.com/symbol/del,
DLX,Deluxe Corporation,66.99,$3.27B,na,Consumer Durables,Publishing,http//www.nasdaq.com/symbol/dlx,
DMD,Demand Media Inc.,5.72,$116.62M,2011,Technology,EDP Services,http//www.nasdaq.com/symbol/dmd,
DNR,Denbury Resources Inc.,3.13,$1.25B,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/dnr,
DKT,Deutsch Bk Contingent Cap Tr V,26.71,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/dkt,
DB,Deutsche Bank AG,14.23,$19.45B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/db,
DTK,Deutsche Bank AG,26.24,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/dtk,
